"id"	"annee"	"agemoy"	"etp"	"prod"	"cap"	"nace"	"sect"
1620	2006	32.652173913	28	1908	223	20160	"M"
1621	2006	40.01910828	298	14266	4500	28410	"M"
1622	2006	36.076923077	39	3123	1150	25110	"M"
1623	2006	43.857142857	94	5285	9700	13930	"M"
1624	2006	38.290322581	30	4685	434	26510	"M"
1625	2006	37.4	21	1995	62	18120	"M"
1626	2006	38.945054945	89	5013	1280	28410	"M"
1627	2006	38.099009901	108	5464	8140	18110	"M"
1628	2006	38.939393939	32	1468	250	25120	"M"
1629	2006	35.754385965	51	5099	198	26510	"M"
1630	2006	41.041666667	25	2260	298	23110	"M"
1631	2006	33.375	22	1026	62	25620	"M"
1632	2006	44.661538462	72	7105	3000	23990	"M"
1633	2006	41.548387097	65	2985	945	25110	"M"
1634	2006	37.569620253	235	16029	496	17210	"M"
1635	2006	44.129032258	33	1635	650	13200	"M"
1636	2006	45.300884956	148	2991	8150	31091	"M"
1637	2006	35.598039216	104	4180	521	25120	"M"
1638	2006	33.96875	158	8842	748	10890	"M"
1639	2006	49.074074074	28	1818	382	18120	"M"
1640	2006	41.480916031	132	8373	774	25120	"M"
1641	2006	39.594594595	34	1446	800	25120	"M"
1642	2006	46.821428571	29	1058	250	20300	"M"
1643	2006	39.714876033	521	25475	8676	23130	"M"
1644	2006	39.568181818	41	1545	198	31091	"M"
1645	2006	44.75862069	31	1203	30	14130	"M"
1646	2006	36.9	39	3346	250	26200	"M"
1647	2006	32.467741935	61	3706	250	23200	"M"
1648	2006	50.4	25	1293	1250	10712	"M"
1649	2006	42.137254902	99	4769	12668	17120	"M"
1650	2006	42.68	26	865	372	31091	"M"
1651	2006	39.394736842	45	2412	2500	23420	"M"
1652	2006	38.44	24	1377	248	28291	"M"
1653	2006	39.555555556	26	1197	244	14140	"M"
1654	2006	41.821428571	24	2611	450	28220	"M"
1655	2006	37.271551724	225	20157	2210	10393	"M"
1656	2006	38.666666667	48	3628	750	25610	"M"
1657	2006	37.37254902	47	3281	456	28130	"M"
1658	2006	44.304347826	44	2095	62	16210	"M"
1659	2006	43.774193548	29	1528	1599	31091	"M"
1660	2006	40.325	37	3745	675	10840	"M"
1661	2006	42.04	23	2500	1000	26510	"M"
1662	2006	38.73015873	62	6123	180	21209	"M"
1663	2006	37.181818182	32	1897	600	26510	"M"
1664	2006	44.826086957	64	931	62	14130	"M"
1665	2006	42.547169811	54	2604	2016	13100	"M"
1666	2006	38.085714286	33	3227	295	18120	"M"
1667	2006	32.562874251	152	10696	4261	18120	"M"
1668	2006	37.490740741	107	14387	105	10711	"M"
1669	2006	42.830508475	58	2901	169	10730	"M"
1670	2006	42.818181818	64	4657	2500	25730	"M"
1671	2006	43.029411765	31	3046	3741	27300	"M"
1672	2006	43.047619048	86	5337	2400	32500	"M"
1673	2006	44.353846154	67	12329	2500	24100	"M"
1674	2006	37.544303797	115	5697	1996	10393	"M"
1675	2006	36.964285714	25	2054	297	28300	"M"
1676	2006	41.451219512	75	4105	9787	10720	"M"
1677	2006	42.923076923	28	1581	196	26510	"M"
1678	2006	35.1875	43	2975	19	14199	"M"
1679	2006	33.232704403	306	17981	1000	28920	"M"
1680	2006	37.133333333	98	5237	2000	10110	"M"
1681	2006	36.833333333	38	1997	62	25110	"M"
1682	2006	36.785714286	50	4094	400	31020	"M"
1683	2006	43.964285714	53	2191	325	20160	"M"
1684	2006	39.387596899	143	4678	595	13100	"M"
1685	2006	41.798353909	234	14689	12395	29300	"M"
1686	2006	40.205882353	36	2098	174	20110	"M"
1687	2006	42	51	2560	750	25110	"M"
1688	2006	36.958333333	69	7630	573	20160	"M"
1689	2006	35.11627907	40	1614	62	31091	"M"
1690	2006	42.607142857	27	1421	371	26200	"M"
1691	2006	38.960784314	48	3325	1500	28990	"M"
1692	2006	43.636363636	31	1541	744	31091	"M"
1693	2006	36.307692308	22	1099	136	16230	"M"
1694	2006	38.783783784	40	1839	480	16230	"M"
1695	2006	35.769230769	42	3211	165	18120	"M"
1696	2006	39.619047619	44	3348	500	25110	"M"
1697	2006	38.911764706	77	2095	1450	24500	"M"
1698	2006	41.36	29	1337	75	28240	"M"
1699	2006	35.631578947	42	2814	625	25110	"M"
1700	2006	35.459459459	40	2547	1516	28990	"M"
1701	2006	36.125	24	827	81	10711	"M"
1702	2006	38.119047619	39	2118	582	25610	"M"
1703	2006	40.539130435	115	8230	74	13930	"M"
1704	2006	40.910447761	194	17330	5501	23630	"M"
1705	2006	39.142857143	35	2877	115	26110	"M"
1706	2006	37.785714286	28	864	31	10712	"M"
1707	2006	37.588235294	29	1507	237	27110	"M"
1708	2006	40.16	196	15717	10195	22210	"M"
1709	2006	37.464912281	124	17780	23370	22210	"M"
1710	2006	34.363636364	27	1207	894	16230	"M"
1711	2006	37.141025641	106	3574	1111	29300	"M"
1712	2006	43.2	44	1995	124	25610	"M"
1713	2006	35.337349398	76	4874	610	21201	"M"
1714	2006	41.463414634	43	1581	75	31091	"M"
1715	2006	38.030434783	220	23955	35749	26510	"M"
1716	2006	44.375	23	1203	400	28930	"M"
1717	2006	37.965957447	230	13893	10000	24100	"M"
1718	2006	40.454545455	40	5959	4016	10110	"M"
1719	2006	40.324675325	118	6299	1736	28920	"M"
1720	2006	33.757575758	36	846	62	10712	"M"
1721	2006	39.769230769	25	1120	297	23700	"M"
1722	2006	42.65	39	1375	19	14130	"M"
1723	2006	35.292929293	118	8958	12000	16100	"M"
1724	2006	43.20083682	241	13491	3843	10510	"M"
1725	2006	40.472222222	46	2827	1242	10130	"M"
1726	2006	37.576470588	86	5391	843	25290	"M"
1727	2006	43.686567164	200	20257	4960	24460	"M"
1728	2006	45.76	24	814	100	25110	"M"
1729	2006	37.868421053	31	1302	250	10712	"M"
1730	2006	41.962264151	53	3732	1200	16290	"M"
1731	2006	40.896551724	25	1647	1000	28130	"M"
1732	2006	39.095890411	71	5859	2600	13100	"M"
1733	2006	39.867924528	54	4043	125	16290	"M"
1734	2006	36.2	22	1163	27	25120	"M"
1735	2006	32.616541353	126	6087	935	27120	"M"
1736	2006	35.461538462	50	1710	124	10712	"M"
1737	2006	38.846153846	23	820	25	32500	"M"
1738	2006	41.416666667	67	2735	6709	18110	"M"
1739	2006	32.244755245	128	8656	372	25610	"M"
1740	2006	31.846153846	109	9804	804	29200	"M"
1741	2006	39.840707965	128	10322	560	22230	"M"
1742	2006	34.733333333	33	2087	2000	20150	"M"
1743	2006	39.347826087	46	1789	62	28291	"M"
1744	2006	47.4	33	2376	750	24500	"M"
1745	2006	39.204081633	50	4697	919	27510	"M"
1746	2006	45.194444444	68	2016	5900	13100	"M"
1747	2006	38.369565217	44	2698	62	31000	"M"
1748	2006	40.480769231	56	2291	706	24420	"M"
1749	2006	40.670103093	96	5605	124	25620	"M"
1750	2006	40.975	40	3129	375	16240	"M"
1751	2006	40.548387097	31	2051	2027	22210	"M"
1752	2006	46.7	67	4250	250	28291	"M"
1753	2006	38.824742268	223	14510	14038	13910	"M"
1754	2006	37.720930233	46	2775	580	26110	"M"
1755	2006	43.232876712	78	3510	1002	31091	"M"
1756	2006	40.174698795	163	7717	5792	23322	"M"
1757	2006	40.467741935	63	4611	3020	10910	"M"
1758	2006	36.042857143	69	3110	1728	23120	"M"
1759	2006	41.520467836	167	22169	5033	23610	"M"
1760	2006	38.211764706	248	12716	2075	25120	"M"
1761	2006	51.042857143	73	3904	384	25110	"M"
1762	2006	40.41902834	454	37309	15325	26510	"M"
1763	2006	42.73	96	4144	1560	23120	"M"
1764	2006	40.376623377	75	5381	1909	23110	"M"
1765	2006	38.035714286	29	1840	124	25110	"M"
1766	2006	36.403225806	60	4941	1029	25999	"M"
1767	2006	39.283950617	82	5174	4498	25210	"M"
1768	2006	40.973684211	115	7934	350	23321	"M"
1769	2006	35.7625	102	9054	6750	16240	"M"
1770	2006	33.810810811	31	1667	726	13300	"M"
1771	2006	43.578947368	48	2720	372	10110	"M"
1772	2006	44.210526316	57	2942	250	13100	"M"
1773	2006	40.819672131	62	2732	295	25110	"M"
1774	2006	43.216494845	92	14773	15055	10910	"M"
1775	2006	45	26	1638	220	13100	"M"
1776	2006	37.424242424	63	3541	3000	25110	"M"
1777	2006	38.010638298	289	24447	31731	22210	"M"
1778	2006	42.936842105	185	19587	9456	26510	"M"
1779	2006	38.772727273	46	2368	3223	17120	"M"
1780	2006	45.177631579	148	12192	3300	21209	"M"
1781	2006	42.545454545	53	2842	125	25620	"M"
1782	2006	39.113636364	47	2039	496	14130	"M"
1783	2006	42.052401747	231	14174	23175	13200	"M"
1784	2006	38.208333333	49	1751	62	31000	"M"
1785	2006	37.270833333	91	10225	745	11010	"M"
1786	2006	41.815789474	43	2103	4289	16230	"M"
1787	2006	36.191304348	239	26285	22337	29300	"M"
1788	2006	37.177083333	164	10046	830	29200	"M"
1789	2006	40.30952381	44	2336	248	25110	"M"
1790	2006	48.9375	34	1347	670	25620	"M"
1791	2006	42.333333333	30	1138	248	13100	"M"
1792	2006	40.85	40	1737	225	31010	"M"
1793	2006	45.302325581	50	3792	2800	20160	"M"
1794	2006	33.80952381	53	2874	1860	10820	"M"
1795	2006	35.720930233	41	2294	500	10711	"M"
1796	2006	39.727272727	35	2821	785	28940	"M"
1797	2006	40.6	79	9342	992	28920	"M"
1798	2006	42.590909091	199	17048	10000	26110	"M"
1799	2006	39.711538462	106	11093	1570	25610	"M"
1800	2006	39.751173709	195	35529	29510	10890	"M"
1801	2006	38.063829787	141	14096	31111	24100	"M"
1802	2006	35	23	2517	662	23990	"M"
1803	2006	46.387096774	63	1932	2860	20411	"M"
1804	2006	40.571428571	79	5426	8384	10510	"M"
1805	2006	36.878378378	63	3561	1388	31030	"M"
1806	2006	32.956521739	25	852	213	31091	"M"
1807	2006	40.294117647	65	4116	62	13300	"M"
1808	2006	40.678571429	26	930	1116	23130	"M"
1809	2006	40.769230769	147	4016	3344	22210	"M"
1810	2006	35.293103448	58	3044	62	18120	"M"
1811	2006	31.491525424	52	3238	500	23610	"M"
1812	2006	37.389380531	108	13243	3471	10820	"M"
1813	2006	43.14953271	109	6351	2153	23110	"M"
1814	2006	40.233333333	57	8700	62	20120	"M"
1815	2006	35.235294118	83	8251	2504	21201	"M"
1816	2006	45.384615385	24	1694	1239	28410	"M"
1817	2006	34.461393597	493	33319	1036	23110	"M"
1818	2006	35.514285714	33	3364	1116	20130	"M"
1819	2006	44.378947368	95	4036	8454	27300	"M"
1820	2006	35.175	38	6650	3824	28220	"M"
1821	2006	33.960526316	174	12389	17350	10890	"M"
1822	2006	39.961165049	108	6636	7754	10510	"M"
1823	2006	40.977272727	43	3873	297	10120	"M"
1824	2006	36.472222222	35	2338	2050	28230	"M"
1825	2006	40.776422764	283	11702	13500	25110	"M"
1826	2006	39.6	41	1324	322	16290	"M"
1827	2006	32.78125	59	3749	500	25610	"M"
1828	2006	33.97080292	135	10459	29347	25610	"M"
1829	2006	38.586206897	29	1827	1500	25110	"M"
1830	2006	41.592920354	323	14808	883	31091	"M"
1831	2006	38.43373494	166	9144	11230	27300	"M"
1832	2006	38.863636364	43	2218	2160	25110	"M"
1833	2006	38.301980198	195	14153	3200	10820	"M"
1834	2006	37.047619048	105	10496	486	23610	"M"
1835	2006	39.046511628	49	2260	2750	18120	"M"
1836	2006	43.408419498	1336	175397	62346	30300	"M"
1837	2006	35.790322581	160	12681	756	10312	"M"
1838	2006	33.098039216	141	16328	155	27402	"M"
1839	2006	34.542553191	90	3748	3687	32500	"M"
1840	2006	40.294478528	168	36806	40575	20160	"M"
1841	2006	37.596638655	124	7885	2294	24510	"M"
1842	2006	42.775609756	193	9461	12400	29100	"M"
1843	2006	40.144736842	70	5583	2019	10890	"M"
1844	2006	37.941176471	35	3194	125	23690	"M"
1845	2006	41.460869565	223	11530	6039	25290	"M"
1846	2006	35.720588235	64	6952	2479	10890	"M"
1847	2006	39.438596491	63	7968	1400	10392	"M"
1848	2006	38.742857143	36	2750	3850	31010	"M"
1849	2006	37.365853659	46	4463	1271	22220	"M"
1850	2006	37.585365854	41	2555	397	18120	"M"
1851	2006	43.923076923	41	1059	620	13929	"M"
1852	2006	34.844660194	103	8525	5449	10392	"M"
1853	2006	37.454545455	48	3298	687	17120	"M"
1854	2006	42.01529052	639	170100	67869	20140	"M"
1855	2006	42	36	996	744	33150	"M"
1856	2006	40.777777778	27	1805	744	23610	"M"
1857	2006	31.028169014	63	3822	620	28300	"M"
1858	2006	36.621621622	34	3201	1240	35110	"M"
1859	2006	37.076923077	36	2112	2470	10820	"M"
1860	2006	42.058823529	34	2162	1000	18110	"M"
1861	2006	33.592592593	27	3343	353	16230	"M"
1862	2006	36.852941176	73	4048	2374	23110	"M"
1863	2006	37.181818182	34	3656	900	22230	"M"
1864	2006	41.272727273	51	3937	2495	26400	"M"
1865	2006	37.128205128	116	9872	761	22220	"M"
1866	2006	36.407407407	56	2393	1252	18120	"M"
1867	2006	40.81097561	201	16081	35911	25210	"M"
1868	2006	38.730769231	47	1960	200	25110	"M"
1869	2006	37.111111111	24	2061	1100	10910	"M"
1870	2006	31.806451613	32	1559	75	17210	"M"
1871	2006	43.48457539	2984	547151	293000	11050	"M"
1872	2006	35.428571429	39	2093	496	24100	"M"
1873	2006	38.102564103	36	2768	967	23610	"M"
1874	2006	37.101449275	75	8844	124	31010	"M"
1875	2006	40.117647059	55	3826	3000	29300	"M"
1876	2006	40.208333333	49	3669	75	25999	"M"
1877	2006	42.558823529	180	12622	37024	24100	"M"
1878	2006	34.010869565	78	6420	825	10820	"M"
1879	2006	36	26	745	992	25120	"M"
1880	2006	40.899159664	147	4157	126	23610	"M"
1881	2006	34.153846154	74	4357	4824	28299	"M"
1882	2006	35.379310345	30	1525	1391	10130	"M"
1883	2006	41.25	37	2530	1041	24100	"M"
1884	2006	38.293103448	62	2475	2000	22220	"M"
1885	2006	42.806451613	32	3055	3887	28130	"M"
1886	2006	34.2	60	4992	100	13929	"M"
1887	2006	38.295238095	105	11870	9000	10393	"M"
1888	2006	36.028169014	69	8916	794	18120	"M"
1889	2006	41.35483871	61	2490	3017	17230	"M"
1890	2006	43.571428571	29	613	2665	17290	"M"
1891	2006	33.363636364	177	10104	12371	25610	"M"
1892	2006	44.62	48	5271	6200	25400	"M"
1893	2006	38.290322581	31	2923	1250	24340	"M"
1894	2006	41.732824427	128	20022	4165	11070	"M"
1895	2006	40.968115942	917	63058	45545	10820	"M"
1896	2006	40.65625	32	1753	81	32500	"M"
1897	2006	43.9	24	1271	248	22290	"M"
1898	2006	38.874251497	151	6668	322	24100	"M"
1899	2006	31.620689655	26	1106	750	10130	"M"
1900	2006	37.775862069	52	4526	1822	22210	"M"
1901	2006	36.305555556	43	2028	375	25120	"M"
1902	2006	39.735849057	151	6949	10000	11010	"M"
1903	2006	38.753246753	78	3631	695	10711	"M"
1904	2006	34.212765957	43	6245	143	26400	"M"
1905	2006	38.444444444	35	2781	24974	28230	"M"
1906	2006	42.176751592	622	34612	7197	25110	"M"
1907	2006	40.897435897	38	5752	3000	18120	"M"
1908	2006	39.351351351	36	3650	1273	32500	"M"
1909	2006	35.666666667	79	5860	1116	23610	"M"
1910	2006	36.053191489	80	4378	2835	31010	"M"
1911	2006	38.650118203	371	24153	2920	28250	"M"
1912	2006	36.6875	50	2637	1300	20420	"M"
1913	2006	34.333333333	28	1669	62	22290	"M"
1914	2006	39.903846154	70	3521	1500	25620	"M"
1915	2006	40.789855072	150	7062	6941	13100	"M"
1916	2006	42.44198895	202	17748	9920	18130	"M"
1917	2006	38.065789474	71	12528	1434	20300	"M"
1918	2006	40.745762712	176	22497	6720	10890	"M"
1919	2006	41.314285714	31	10711	6788	11010	"M"
1920	2006	38.150684932	148	10418	6198	10312	"M"
1921	2006	39.326923077	55	2023	160	10712	"M"
1922	2006	43.107142857	332	26967	27442	10711	"M"
1923	2006	40.029680365	371	29699	5603	10820	"M"
1924	2006	38.191919192	100	5973	4000	29200	"M"
1925	2006	42.166666667	24	1005	1002	10711	"M"
1926	2006	36.666666667	45	2631	74	25620	"M"
1927	2006	28.545454545	59	3821	1363	23110	"M"
1928	2006	39.777777778	72	4516	6842	22290	"M"
1929	2006	40.95	28	1183	9920	27300	"M"
1930	2006	42.677419355	31	3673	1500	25710	"M"
1931	2006	38.1875	65	3625	99	22210	"M"
1932	2006	34.954545455	40	2750	500	16210	"M"
1933	2006	37.371428571	32	3844	250	20110	"M"
1934	2006	29.709677419	72	6198	62	24100	"M"
1935	2006	36.816568047	176	9763	3475	10712	"M"
1936	2006	31.853658537	39	4608	62	16290	"M"
1937	2006	35.695652174	45	3746	3600	23610	"M"
1938	2006	36.683333333	56	3302	1984	13929	"M"
1939	2006	38.104347826	114	8463	7000	23610	"M"
1940	2006	28.914285714	95	21693	565	26110	"M"
1941	2006	42.215909091	98	12415	2123	22210	"M"
1942	2006	39.162790698	43	2237	62	19200	"M"
1943	2006	42.228571429	70	6121	4958	20160	"M"
1944	2006	35.083333333	75	6916	750	13929	"M"
1945	2006	39.475285171	313	20577	4018	24100	"M"
1946	2006	36.035714286	84	4673	769	28490	"M"
1947	2006	39.923076923	40	2180	250	28990	"M"
1948	2006	32.947368421	39	3530	100	20411	"M"
1949	2006	38.416666667	58	2314	255	28250	"M"
1950	2006	41.724220624	438	32487	33089	23120	"M"
1951	2006	41.253846154	126	25291	3174	11050	"M"
1952	2006	33.804347826	142	7766	1250	10720	"M"
1953	2006	31.378109453	188	11016	1735	25120	"M"
1954	2006	40.685185185	56	5272	3000	10120	"M"
1955	2006	39.793650794	69	1679	2600	14130	"M"
1956	2006	41.300847458	239	10829	9947	18120	"M"
1957	2006	43.833333333	34	3514	1000	25620	"M"
1958	2006	39.566878981	159	10149	1356	24520	"M"
1959	2006	40.575	38	2123	744	22290	"M"
1960	2006	41.151202749	575	44630	977	29300	"M"
1961	2006	41.909090909	34	3715	31930	23190	"M"
1962	2006	42.471567268	739	86577	20411	27110	"M"
1963	2006	41.582677165	147	17525	35874	23120	"M"
1964	2006	45.528846154	112	4421	221	13930	"M"
1965	2006	37.30952381	38	2668	714	16240	"M"
1966	2006	39.977941176	128	11358	820	27510	"M"
1967	2006	33.27027027	36	11245	500	25620	"M"
1968	2006	38.205128205	115	4062	300	10820	"M"
1969	2006	35.388888889	32	2820	188	28291	"M"
1970	2006	35.37037037	52	2750	300	23610	"M"
1971	2006	37.3125	30	1487	223	17290	"M"
1972	2006	43.867647059	63	2816	762	13100	"M"
1973	2006	39.735294118	35	2268	150	24450	"M"
1974	2006	40.676898223	591	54120	1716	28220	"M"
1975	2006	41.114285714	70	19772	11173	20590	"M"
1976	2006	43.013372957	576	126955	79999	10810	"M"
1977	2006	40.871578947	471	22946	14874	17210	"M"
1978	2006	37.50877193	112	7668	7734	17120	"M"
1979	2006	39.915662651	166	6899	1736	13100	"M"
1980	2006	43.096774194	29	1637	248	25501	"M"
1981	2006	32.636363636	23	1419	269	25210	"M"
1982	2006	41.451612903	28	3458	3558	20110	"M"
1983	2006	40.719298246	110	11713	2808	26700	"M"
1984	2006	40.12195122	242	12489	2355	13930	"M"
1985	2006	35.953125	95	5454	4091	10130	"M"
1986	2006	39.173913043	69	3374	3669	10130	"M"
1987	2006	45.744680851	74	3027	100	24200	"M"
1988	2006	37.571428571	32	1427	8893	20590	"M"
1989	2006	39.428571429	22	1606	778	29200	"M"
1990	2006	44.905882353	140	7838	6200	31030	"M"
1991	2006	39.803921569	195	20121	6658	22210	"M"
1992	2006	44.178571429	24	1537	625	10610	"M"
1993	2006	40.371681416	431	36336	22200	10391	"M"
1994	2006	39.130081301	121	6653	7685	25290	"M"
1995	2006	40.622159091	363	26736	30000	27120	"M"
1996	2006	40.589420655	399	29304	61000	10730	"M"
1997	2006	43.6	66	1012	3469	29100	"M"
1998	2006	37.029411765	34	1787	719	27510	"M"
1999	2006	38.813953488	43	2313	362	23110	"M"
2000	2006	43.886363636	51	6720	248	20160	"M"
2001	2006	40.178438662	285	77077	38600	24100	"M"
2002	2006	39.793814433	92	5328	5937	24520	"M"
2003	2006	35.666666667	30	1588	2383	31000	"M"
2004	2006	40.623481781	250	16007	6735	25110	"M"
2005	2006	41.404255319	43	2171	3100	31091	"M"
2006	2006	34.787878788	151	12644	11100	29300	"M"
2007	2006	34.358333333	118	6989	4250	27120	"M"
2008	2006	35.236187845	765	38037	2975	29300	"M"
2009	2006	36.704	146	10321	1812	22230	"M"
2010	2006	39.872727273	53	3023	3719	29300	"M"
2011	2006	38.396825397	57	2928	3966	13930	"M"
2012	2006	36.677419355	31	4493	626	18120	"M"
2013	2006	37.6875	30	1512	3223	23700	"M"
2014	2006	39.191489362	48	2235	198	16230	"M"
2015	2006	39.231884058	66	5798	2479	10910	"M"
2016	2006	40.615646259	289	17244	8429	23610	"M"
2017	2006	41.323754789	520	42935	24000	26300	"M"
2018	2006	36.093023256	38	5112	319	22290	"M"
2019	2006	40	32	2738	625	26110	"M"
2020	2006	37.84375	157	15309	22578	23140	"M"
2021	2006	33	658	37250	4194	25610	"M"
2022	2006	46.571428571	52	1789	1633	15200	"M"
2023	2006	34.591836735	51	4360	5739	22290	"M"
2024	2006	39.471055619	897	62078	25000	27300	"M"
2025	2006	35.842105263	33	1982	500	28293	"M"
2026	2006	48.612903226	59	2563	496	33150	"M"
2027	2006	41.083333333	49	4041	3000	10420	"M"
2028	2006	36.777777778	28	1442	145	25610	"M"
2029	2006	38.823943662	284	20702	11403	17120	"M"
2030	2006	36.913043478	36	1792	328	23630	"M"
2031	2006	37.320987654	278	13900	2601	20170	"M"
2032	2006	41.017241379	54	2444	360	14199	"M"
2033	2006	41.191489362	94	8406	9362	20300	"M"
2034	2006	34.382022472	86	4777	496	25110	"M"
2035	2006	34.233333333	33	1066	62	25120	"M"
2036	2006	39.874493927	231	15015	13138	24100	"M"
2037	2006	42.305555556	33	1515	2450	10200	"M"
2038	2006	39.64375	384	84194	72767	23510	"M"
2039	2006	38.705882353	40	1390	2242	11050	"M"
2040	2006	45.619047619	22	1373	62	25110	"M"
2041	2006	32.177777778	47	1746	93	25290	"M"
2042	2006	45.772727273	75	5708	1333	25920	"M"
2043	2006	36.057142857	33	2049	502	18110	"M"
2044	2006	38.331848552	418	53408	15773	11010	"M"
2045	2006	47.454545455	34	1956	1000	25110	"M"
2046	2006	42.459183673	263	13455	14874	24510	"M"
2047	2006	38.358024691	78	4877	12395	22210	"M"
2048	2006	38.725701944	565	65126	43142	10130	"M"
2049	2006	41.91588785	107	7103	607	25999	"M"
2050	2006	42.266666667	78	8144	2100	26110	"M"
2051	2006	45.309090909	55	670	1260	13100	"M"
2052	2006	35	22	1527	250	28130	"M"
2053	2006	44.132352941	139	14012	8701	26110	"M"
2054	2006	43.328767123	78	8851	1710	11050	"M"
2055	2006	45.351351351	38	2358	727	22110	"M"
2056	2006	35.5625	34	3366	186	18120	"M"
2057	2006	41.23796034	337	22000	7619	10520	"M"
2058	2006	38.295698925	344	36310	16860	10890	"M"
2059	2006	40.271698113	276	14471	550	10711	"M"
2060	2006	37.864864865	39	2100	250	10130	"M"
2061	2006	38.866666667	47	2903	150	28990	"M"
2062	2006	43.565400844	251	34534	29613	20110	"M"
2063	2006	38.322580645	31	1500	150	10130	"M"
2064	2006	39.588235294	118	7742	6307	23110	"M"
2065	2006	37.661064426	346	36084	57800	10510	"M"
2066	2006	34.233463035	235	11974	1797	13930	"M"
2067	2006	32.461538462	25	1496	62	23610	"M"
2068	2006	34.5	40	3988	6859	23630	"M"
2069	2006	42.034482759	30	3157	2975	24430	"M"
2070	2006	39.835005574	865	101935	62700	10820	"M"
2071	2006	41.018292683	167	9216	7227	10610	"M"
2072	2006	41.216216216	35	3329	496	10130	"M"
2073	2006	40.968	276	44250	10170	28110	"M"
2074	2006	43.525316456	160	7326	1973	10820	"M"
2075	2006	39.527272727	48	3662	1000	23690	"M"
2076	2006	38.384615385	80	6622	130	18120	"M"
2077	2006	40.96875	29	2221	372	28200	"M"
2078	2006	34.304347826	52	2430	868	16210	"M"
2079	2006	40.785714286	76	6104	2500	23610	"M"
2080	2006	39.881889764	125	5715	5236	17210	"M"
2081	2006	35.456140351	59	8809	2100	20300	"M"
2082	2006	40.177664975	189	17557	10000	17290	"M"
2083	2006	40.236842105	42	2271	3500	23610	"M"
2084	2006	37.154639175	95	4296	250	24100	"M"
2085	2006	33.947368421	87	4203	1301	31020	"M"
2086	2006	39.350649351	75	6223	2258	18120	"M"
2087	2006	31.032258065	44	3943	250	28940	"M"
2088	2006	39.912621359	104	5367	250	10711	"M"
2089	2006	44.133858268	118	5555	6197	17230	"M"
2090	2006	35.354166667	44	1407	379	10712	"M"
2091	2006	37.777777778	37	4306	1100	28220	"M"
2092	2006	34.621212121	65	4835	372	25120	"M"
2093	2006	42.487179487	73	4313	62	13300	"M"
2094	2006	36.081967213	58	3517	802	22290	"M"
2095	2006	37.585858586	404	23965	2500	23610	"M"
2096	2006	24.895833333	50	1119	37	10712	"M"
2097	2006	36.481481481	29	2083	1114	25110	"M"
2098	2006	37.057894737	189	17217	248	13200	"M"
2099	2006	41.727272727	23	1038	62	16240	"M"
2100	2006	41.194444444	43	3090	1736	10200	"M"
2101	2006	40.151376147	216	18327	3630	23610	"M"
2102	2006	39.151515152	31	3450	500	20160	"M"
2103	2006	36.602803738	198	8931	14811	22210	"M"
2104	2006	37.447368421	115	8213	7437	29300	"M"
2105	2006	31.231884058	64	5996	3718	25120	"M"
2106	2006	37.438202247	90	6737	2400	16230	"M"
2107	2006	42.525510204	192	14161	13238	18110	"M"
2108	2006	40.470149254	141	5545	2870	10712	"M"
2109	2006	33.576923077	48	4444	15044	22210	"M"
2110	2006	35.858974359	72	6235	496	10890	"M"
2111	2006	35.441860465	166	17367	58467	10890	"M"
2112	2006	35.622222222	47	7401	87	17220	"M"
2113	2006	49.130434783	28	1081	81	25110	"M"
2114	2006	41.862745098	53	2124	62	25110	"M"
2115	2006	43.52173913	23	746	422	13100	"M"
2116	2006	36.468085106	46	3655	62	28250	"M"
2117	2006	42.650746269	371	31515	17400	13200	"M"
2118	2006	38.428571429	20	2535	860	11010	"M"
2119	2006	43.289473684	155	7611	7000	13100	"M"
2120	2006	33.971428571	40	1007	962	16230	"M"
2121	2006	38.72972973	36	2352	1000	26500	"M"
2122	2006	42.075268817	93	4402	2110	33150	"M"
2123	2006	41.0375	77	3868	1500	28930	"M"
2124	2006	35.142857143	49	3775	3000	25290	"M"
2125	2006	42.320754717	52	4178	1240	22290	"M"
2126	2006	30.771929825	60	7722	10213	28230	"M"
2127	2006	41.2	43	2061	248	28220	"M"
2128	2006	44.916666667	183	10070	1682	20140	"M"
2129	2006	46.910714286	56	3206	1095	28490	"M"
2130	2006	39.948113208	251	15559	6087	14130	"M"
2131	2006	36.935064935	87	7058	3966	17210	"M"
2132	2006	32.440677966	57	3754	75	29200	"M"
2133	2006	36.274895397	4371	1293747	7323050	21201	"M"
2134	2006	33.575757576	60	2982	62	25110	"M"
2135	2006	41.294117647	71	4513	1692	18120	"M"
2136	2006	38.166666667	147	35777	19924	11070	"M"
2137	2006	39.86440678	114	9776	10105	10510	"M"
2138	2006	37.973913043	111	10678	620	22210	"M"
2139	2006	42.485714286	67	4314	1130	18130	"M"
2140	2006	34.1625	76	15039	214	20411	"M"
2141	2006	35.486486486	39	2703	2035	23120	"M"
2142	2006	45.454545455	87	7468	5000	20510	"M"
2143	2006	32.454545455	146	9397	2208	25999	"M"
2144	2006	39.842105263	83	7862	100	31091	"M"
2145	2006	35.106382979	46	4536	290	22220	"M"
2146	2006	39.535714286	54	8003	17588	25110	"M"
2147	2006	34.90625	34	4488	62	10130	"M"
2148	2006	40.931034483	29	1813	2102	10392	"M"
2149	2006	40.289179104	538	48014	7500	30300	"M"
