"id"	"annee"	"agemoy"	"etp"	"prod"	"cap"	"nace"	"sect"
2150	2006	34.659574468	49	2267	124	10720	"M"
2151	2006	40.56097561	39	2268	750	25620	"M"
2152	2006	37.863636364	44	2420	7685	25610	"M"
2153	2006	34.333333333	32	3822	1000	31091	"M"
2154	2006	36.580152672	124	5822	1869	24100	"M"
2155	2006	38.648722628	2797	182735	45470	13930	"M"
2156	2006	38.72972973	34	3127	62	30920	"M"
2157	2006	38.955223881	74	5717	2762	28940	"M"
2158	2006	43.592592593	162	15228	43213	28293	"M"
2159	2006	35.611111111	41	4773	4945	20590	"M"
2160	2006	35.418604651	44	3294	1983	10820	"M"
2161	2006	37.922330097	69	5543	94	20160	"M"
2162	2006	39.911764706	34	2798	81	20300	"M"
2163	2006	39.440414508	192	36014	7200	23321	"M"
2164	2006	34.537313433	192	17753	6000	28230	"M"
2165	2006	41.340425532	98	8124	12000	24460	"M"
2166	2006	39.212121212	33	1201	510	13300	"M"
2167	2006	37.14893617	68	3186	600	25110	"M"
2168	2006	37.245454545	180	9241	521	27110	"M"
2169	2006	37.347826087	46	4335	1750	31091	"M"
2170	2006	37.025641026	40	2265	62	25620	"M"
2171	2006	46.092350746	1025	79446	141419	25400	"M"
2172	2006	33.759206799	396	36474	26150	29300	"M"
2173	2006	47.142857143	42	2950	892	18110	"M"
2174	2006	39.75	33	1787	1280	10890	"M"
2175	2006	35.362831858	111	9496	4463	10730	"M"
2176	2006	36.899082569	661	61895	21333	26110	"M"
2177	2006	37.28	25	2699	2700	27402	"M"
2178	2006	36.166666667	26	2245	769	13100	"M"
2179	2006	42.594202899	74	3385	5000	13100	"M"
2180	2006	40.783505155	196	12416	3000	17210	"M"
2181	2006	38.594594595	35	4538	260	10810	"M"
2182	2006	42.345276873	343	16770	10000	26110	"M"
2183	2006	43.763157895	74	8226	3500	11050	"M"
2184	2006	42.36	44	2197	387	25290	"M"
2185	2006	36.94140625	239	14406	8279	10130	"M"
2186	2006	33.222222222	28	1422	62	25620	"M"
2187	2006	39.962311558	405	37171	534594	20411	"M"
2188	2006	42.288888889	44	4769	1670	18120	"M"
2189	2006	40.325581395	40	4627	1338	10830	"M"
2190	2006	38.283018868	101	10654	17165	20590	"M"
2191	2006	32.830188679	111	6092	4338	25620	"M"
2192	2006	34.295454545	44	1730	62	16100	"M"
2193	2006	42.682352941	85	4128	250	31010	"M"
2194	2006	37.057971014	68	6221	375	18120	"M"
2195	2006	39.545454545	22	4060	500	25999	"M"
2196	2006	33.962962963	113	5341	7562	25991	"M"
2197	2006	40.352380952	108	5600	2175	31010	"M"
2198	2006	32.5	20	1186	700	16230	"M"
2199	2006	34.793248945	243	31970	113140	29300	"M"
2200	2006	47.821428571	27	2219	648	18120	"M"
2201	2006	38.264705882	98	27250	9916	22210	"M"
2202	2006	42.306666667	73	4420	1141	26110	"M"
2203	2006	43.410891089	407	31610	5000	24520	"M"
2204	2006	38.369047619	84	4048	1400	24100	"M"
2205	2006	35.483870968	37	1618	163	17210	"M"
2206	2006	45.625	39	1002	810	13910	"M"
2207	2006	41.819277108	78	5309	74	13100	"M"
2208	2006	37.421052632	33	4211	125	10393	"M"
2209	2006	41.769230769	27	5844	63	23140	"M"
2210	2006	36.2	35	1996	787	20411	"M"
2211	2006	37.314685315	137	8164	62	32500	"M"
2212	2006	38.657142857	37	2086	1686	22210	"M"
2213	2006	46.227272727	22	1521	1562	23630	"M"
2214	2006	40.931818182	46	2302	496	10130	"M"
2215	2006	39.141414141	92	4470	236	31030	"M"
2216	2006	39.9	43	2799	496	10130	"M"
2217	2006	37.70212766	47	3138	500	25502	"M"
2218	2006	32.888888889	78	4477	12559	22220	"M"
2219	2006	41.827586207	28	1499	298	28291	"M"
2220	2006	43.588235294	99	4901	3125	22210	"M"
2221	2006	40.533333333	102	4436	992	23610	"M"
2222	2006	39.3625	75	4100	521	27402	"M"
2223	2006	37.573770492	76	4042	380	23610	"M"
2224	2006	34.655172414	29	1646	421	18130	"M"
2225	2006	44.976190476	71	3867	62	25110	"M"
2226	2006	41.426229508	416	17898	4960	29100	"M"
2227	2006	35.487804878	45	2569	1267	28300	"M"
2228	2006	45.545454545	68	5051	341	18120	"M"
2229	2006	44.35	20	805	1442	18120	"M"
2230	2006	40.098360656	119	6127	645	18120	"M"
2231	2006	39.468085106	48	3730	682	23110	"M"
2232	2006	36.27173913	119	10388	16250	10820	"M"
2233	2006	37.090909091	33	2202	280	18130	"M"
2234	2006	43.394366197	67	4727	1025	28410	"M"
2235	2006	33	43	3118	7367	10310	"M"
2236	2006	42.088541667	185	10661	9057	13300	"M"
2237	2006	38.855555556	85	10863	17900	10410	"M"
2238	2006	33.205128205	40	4503	534	26110	"M"
2239	2006	44.775510204	45	2289	1061	25620	"M"
2240	2006	34.56	26	1328	95	10712	"M"
2241	2006	40.903225806	30	1762	458	27110	"M"
2242	2006	40.874213836	158	8506	2481	22220	"M"
2243	2006	37.154639175	100	10896	2206	23610	"M"
2244	2006	36.180722892	81	9736	17184	22210	"M"
2245	2006	46.343434343	94	7131	947	26300	"M"
2246	2006	35.962085308	223	7604	186	20420	"M"
2247	2006	40.824742268	100	6265	2735	28930	"M"
2248	2006	38.038961039	78	5017	193	10110	"M"
2249	2006	38.193181818	88	6105	496	25300	"M"
2250	2006	34.230769231	26	1147	91	10130	"M"
2251	2006	36.507936508	62	6056	2727	17290	"M"
2252	2006	44.4	30	934	200	26200	"M"
2253	2006	37.188679245	52	5407	250	25290	"M"
2254	2006	40	33	2383	410	31091	"M"
2255	2006	35.510638298	39	2915	9000	29300	"M"
2256	2006	37.511627907	43	2008	124	31000	"M"
2257	2006	41.653061224	49	4829	149	17120	"M"
2258	2006	40.365079365	65	9003	2368	25991	"M"
2259	2006	40.347368421	95	9013	4340	24420	"M"
2260	2006	48.551724138	27	2545	10000	32121	"M"
2261	2006	39.263157895	35	1408	262	32121	"M"
2262	2006	37.214285714	78	5136	74	20160	"M"
2263	2006	43.140625	64	4234	2100	22290	"M"
2264	2006	36.685344828	257	6695	1202	29202	"M"
2265	2006	46.85915493	78	3006	1000	25999	"M"
2266	2006	44.966666667	32	1777	1717	18130	"M"
2267	2006	33.606060606	117	6452	850	16290	"M"
2268	2006	37.982758621	58	7260	406	24100	"M"
2269	2006	38.16588785	391	52459	1936	14140	"M"
2270	2006	40.389920424	405	21776	26140	17210	"M"
2271	2006	39.6875	44	4963	992	18120	"M"
2272	2006	34.896551724	30	1862	100	25120	"M"
2273	2006	38.753623188	67	6558	5949	32990	"M"
2274	2006	39.191489362	97	4975	1171	22230	"M"
2275	2006	46.541666667	47	2608	1241	13930	"M"
2276	2006	48.931034483	91	8647	5049	20411	"M"
2277	2006	39.854166667	289	38096	5380	11010	"M"
2278	2006	43.076923077	28	9668	335	24100	"M"
2279	2006	36.580258303	2171	142701	24789	29200	"M"
2280	2006	41.777777778	28	1675	1016	27402	"M"
2281	2006	39	30	2472	582	27120	"M"
2282	2006	41.703703704	23	2498	124	25620	"M"
2283	2006	41.466666667	31	2291	920	21209	"M"
2284	2006	37.931972789	147	6722	1767	25610	"M"
2285	2006	42.388349515	101	4409	868	18120	"M"
2286	2006	43.010638298	164	8426	1550	13300	"M"
2287	2006	38.352941176	31	2428	909	23610	"M"
2288	2006	37.68115942	69	3162	72	10130	"M"
2289	2006	37.560810811	143	9302	2750	10510	"M"
2290	2006	50.052631579	30	1426	1707	32300	"M"
2291	2006	43.483180428	332	17708	800	28293	"M"
2292	2006	35.23297491	260	20538	3006	28130	"M"
2293	2006	33.322580645	70	3646	62	29300	"M"
2294	2006	34.873417722	78	4772	750	11070	"M"
2295	2006	41.595419847	133	15679	9665	27900	"M"
2296	2006	37.347222222	68	3950	124	28250	"M"
2297	2006	45.473684211	24	1017	330	23120	"M"
2298	2006	35.769230769	147	34674	1500	25620	"M"
2299	2006	41.836956522	96	8131	8530	18120	"M"
2300	2006	43.890909091	82	3975	62	25290	"M"
2301	2006	33.037037037	22	3233	175	10820	"M"
2302	2006	42.08	98	6676	4306	21100	"M"
2303	2006	39.708860759	229	11412	10000	17120	"M"
2304	2006	41.525423729	133	5820	5850	13930	"M"
2305	2006	43.333333333	32	3639	4192	20140	"M"
2306	2006	33.23255814	48	5230	1239	10890	"M"
2307	2006	38.404761905	41	1928	967	25620	"M"
2308	2006	39.646153846	65	17826	157290	20110	"M"
2309	2006	41.787234043	130	8960	5033	24520	"M"
2310	2006	37.183098592	76	6721	1500	18110	"M"
2311	2006	35.515151515	29	2102	62	26510	"M"
2312	2006	44.244897959	440	38751	1395	28200	"M"
2313	2006	38.75	99	16267	2150	28220	"M"
2314	2006	34.392857143	92	9151	3157	25620	"M"
2315	2006	34.291666667	48	2179	300	10711	"M"
2316	2006	33.660377358	48	3906	62	18120	"M"
2317	2006	40.790697674	44	3876	2902	27110	"M"
2318	2006	47.875	27	689	74	25110	"M"
2319	2006	39.720930233	61	3638	62	25110	"M"
2320	2006	39.071428571	26	2271	1859	20160	"M"
2321	2006	42.168350168	693	124566	75000	17120	"M"
2322	2006	37.666666667	142	5217	1363	10711	"M"
2323	2006	42.037383178	102	4976	1200	13930	"M"
2324	2006	44.728813559	346	22752	26942	29310	"M"
2325	2006	38.851851852	29	1536	1303	31091	"M"
2326	2006	39	90	5720	1460	20160	"M"
2327	2006	41.222222222	37	2674	500	29300	"M"
2328	2006	32.173076923	46	2334	347	23610	"M"
2329	2006	43.347826087	71	7746	98	20140	"M"
2330	2006	40.076923077	26	1382	5262	21201	"M"
2331	2006	42.371134021	98	9371	8484	23321	"M"
2332	2006	42.62962963	109	4180	1750	25210	"M"
2333	2006	46.104166667	46	670	4257	23410	"M"
2334	2006	31.6	50	2669	550	25110	"M"
2335	2006	35.73015873	62	5942	1471	20600	"M"
2336	2006	41.334008097	594	31613	29541	13930	"M"
2337	2006	44.787234043	47	2536	1334	28240	"M"
2338	2006	41.457627119	57	2387	672	25620	"M"
2339	2006	46.473684211	35	1416	325	13200	"M"
2340	2006	40.083333333	32	862	379	13100	"M"
2341	2006	34.277777778	23	4209	496	25610	"M"
2342	2006	31.644444444	27	865	124	10712	"M"
2343	2006	42.37037037	85	2956	744	25110	"M"
2344	2006	39.461538462	53	5308	4338	13100	"M"
2345	2006	39.8375	77	11092	18970	21209	"M"
2346	2006	37.634615385	49	7764	62	26510	"M"
2347	2006	35.708333333	51	2225	494	25290	"M"
2348	2006	42.871794872	41	1978	196	33150	"M"
2349	2006	44.772727273	45	11730	1239	25120	"M"
2350	2006	43.459459459	117	4788	6370	17120	"M"
2351	2006	33.238095238	67	4133	3038	21100	"M"
2352	2006	46.137931034	277	23980	2000	20140	"M"
2353	2006	36.090497738	219	35260	29800	28990	"M"
2354	2006	35.447368421	88	3705	248	10720	"M"
2355	2006	43.164383562	68	2912	750	13200	"M"
2356	2006	31.955555556	236	32431	600	10890	"M"
2357	2006	45.24137931	60	1958	3100	13100	"M"
2358	2006	41.108910891	97	5001	1373	28220	"M"
2359	2006	42.833333333	34	2159	1130	23630	"M"
2360	2006	39.9375	29	5173	4445	20120	"M"
2361	2006	38.977991747	728	62837	162865	10130	"M"
2362	2006	35.684210526	39	2477	2724	22220	"M"
2363	2006	42.583333333	25	1025	219	25120	"M"
2364	2006	41.46728972	99	42642	14676	29300	"M"
2365	2006	40.179487179	79	5871	657	28200	"M"
2366	2006	33.565217391	24	1770	250	26400	"M"
2367	2006	38.36	155	6444	500	10110	"M"
2368	2006	36.217391304	48	2774	2365	26300	"M"
2369	2006	40.372093023	46	2882	1250	24420	"M"
2370	2006	41.263565891	135	6961	1250	31091	"M"
2371	2006	36.697674419	81	4744	415	18110	"M"
2372	2006	36.269230769	28	2570	62	20300	"M"
2373	2006	42.568181818	76	4642	1506	20530	"M"
2374	2006	42.28358209	68	3102	620	18120	"M"
2375	2006	38	33	2024	1094	32990	"M"
2376	2006	36.382022472	85	6430	914	20590	"M"
2377	2006	36	24	1393	1300	22290	"M"
2378	2006	39.414634146	40	2040	1000	31030	"M"
2379	2006	37.938461538	66	5247	750	20140	"M"
2380	2006	40.724215247	446	91513	17220	19200	"M"
2381	2006	35.802816901	77	6505	150	28299	"M"
2382	2006	39.996153846	248	37863	6293	17120	"M"
2383	2006	37.758561644	572	30031	6898	17120	"M"
2384	2006	43.083333333	24	1087	50	33150	"M"
2385	2006	31.76	22	715	62	10712	"M"
2386	2006	34.950819672	58	13212	8958	30910	"M"
2387	2006	31	33	3543	75	26510	"M"
2388	2006	39.178571429	25	3298	163	20110	"M"
2389	2006	37.92	25	1939	2000	29200	"M"
2390	2006	37.82	109	7384	496	18120	"M"
2391	2006	41.814814815	26	1914	150	27900	"M"
2392	2006	31.113636364	43	3105	74	18120	"M"
2393	2006	39.222222222	21	1142	62	29200	"M"
2394	2006	34.08	25	1260	310	26400	"M"
2395	2006	38.642857143	27	4158	62	20110	"M"
2396	2006	35.6	21	2416	2609	25920	"M"
2397	2006	33.844827586	56	8345	2045	21209	"M"
2398	2006	34.720930233	83	3776	1239	25110	"M"
2399	2006	39.612903226	30	1736	1360	23630	"M"
2400	2006	37.931034483	57	3857	2000	20140	"M"
2401	2006	35.2	29	1051	868	25502	"M"
2402	2006	45.181818182	23	1228	174	28200	"M"
2403	2006	32.563218391	88	4227	620	26110	"M"
2404	2006	40.333333333	52	7024	14608	20140	"M"
2405	2006	34.304347826	27	2659	992	25620	"M"
2406	2006	37.255813953	129	14197	2500	25920	"M"
2407	2006	37.369565217	42	2186	900	25120	"M"
2408	2006	34.333333333	27	1194	120	25991	"M"
2409	2006	47.166666667	133	12493	139247	20590	"M"
2410	2006	39.081081081	35	3775	250	28920	"M"
2411	2006	37.891402715	213	14665	4960	25110	"M"
2412	2006	37.725490196	48	7238	204	26200	"M"
2413	2006	33.898089172	305	41894	43592	16210	"M"
2414	2006	43.75	55	3577	2000	28150	"M"
2415	2006	36.304347826	31	1795	1435	31092	"M"
2416	2006	41	52	2562	200	10130	"M"
2417	2006	39.940298507	69	3700	320	18120	"M"
2418	2006	39.208092486	158	8538	710	13930	"M"
2419	2006	36.010544815	574	28720	745	29202	"M"
2420	2006	35.454545455	41	14780	1000	15200	"M"
2421	2006	45.088607595	80	3231	11405	25731	"M"
2422	2006	32.779220779	76	8038	62	29300	"M"
2423	2006	44.191780822	75	3417	1467	25290	"M"
2424	2006	34.59375	62	11570	62	25999	"M"
2425	2006	31.229299363	521	696	1916	25999	"M"
2426	2006	34.936781609	204	12976	2479	22290	"M"
2427	2006	36.612903226	63	5394	5284	17210	"M"
2428	2006	32.454545455	33	1320	225	29200	"M"
2429	2006	38.268115942	136	5213	3897	20160	"M"
2430	2006	38.368421053	49	3381	6669	21209	"M"
2431	2006	39.846153846	38	2662	1400	16100	"M"
2432	2006	39.313432836	63	5227	186	27900	"M"
2433	2006	41.509803922	99	6973	62	13960	"M"
2434	2006	40.052631579	38	2187	112	25501	"M"
2435	2006	38.025	38	2221	530	25501	"M"
2436	2006	35.207792208	80	5986	250	10130	"M"
2437	2006	40.470238095	174	57813	229268	35200	"M"
2438	2006	40.448322148	723	138369	359446	20160	"M"
2439	2006	33.213483146	83	11771	1000	27900	"M"
2440	2006	44	40	1792	780	25999	"M"
2441	2006	41.384615385	112	9144	1000	25110	"M"
2442	2006	46.666666667	42	1856	86	25502	"M"
2443	2006	40.902439024	41	2750	868	24100	"M"
2444	2006	35.326086957	47	2681	546	23990	"M"
2445	2006	37.492307692	67	4415	620	23990	"M"
2446	2006	33.4	59	7147	1300	10310	"M"
2447	2006	41.134693878	225	37742	2975	10890	"M"
2448	2006	41.728476821	155	7461	571	27110	"M"
2449	2006	43.121212121	32	1471	899	25110	"M"
2450	2006	48.695652174	21	1460	250	28220	"M"
2451	2006	38.512195122	46	1922	63	13100	"M"
2452	2006	39.196078431	51	11250	62	21209	"M"
2453	2006	41.619047619	45	2737	85	31010	"M"
2454	2006	32.930232558	39	3604	5500	25620	"M"
2455	2006	39.710691824	157	17542	88584	18110	"M"
2456	2006	49.076923077	26	1788	84	28410	"M"
2457	2006	28.315068493	76	5511	496	25110	"M"
2458	2006	54.5	34	908	362	25730	"M"
2459	2006	37.884615385	25	961	174	31010	"M"
2460	2006	40.45	20	5108	3725	10711	"M"
2461	2006	39.604651163	48	4213	1691	13200	"M"
2462	2006	41.142857143	100	5922	3917	26510	"M"
2463	2006	43.548387097	30	3116	1400	28120	"M"
2464	2006	35.5	21	1686	477	13200	"M"
2465	2006	34.490566038	101	5054	3839	23110	"M"
2466	2006	47.054054054	42	6581	5099	23510	"M"
2467	2006	31.065217391	49	3771	1265	16100	"M"
2468	2006	32.833333333	51	2576	62	32990	"M"
2469	2006	35.569230769	65	5257	62	13960	"M"
2470	2006	38.411764706	33	2862	1000	18110	"M"
2471	2006	44.373831776	108	2758	62	14130	"M"
2472	2006	35.507462687	965	102998	40000	20411	"M"
2473	2006	34.97810219	145	10963	3966	29300	"M"
2474	2006	32.294117647	93	5014	2540	13930	"M"
2475	2006	44.486486486	74	7275	4138	26510	"M"
2476	2006	42.72972973	37	1623	62	10130	"M"
2477	2006	41.434782609	23	2737	1500	28930	"M"
2478	2006	37.08	46	4088	2243	22220	"M"
2479	2006	37.813953488	41	3475	63	10130	"M"
2480	2006	36.23880597	71	2093	10400	20600	"M"
2481	2006	39.895705521	327	28070	6700	24420	"M"
2482	2006	41.673913043	44	3230	1116	28920	"M"
2483	2006	43.388583974	926	104099	226902	20200	"M"
2484	2006	36.914893617	95	3243	2150	25120	"M"
2485	2006	33.148148148	55	4019	62	23610	"M"
2486	2006	35.933333333	34	2368	1100	22290	"M"
2487	2006	36.173913043	31	1527	2500	23700	"M"
2488	2006	38.127659574	44	3357	125	11050	"M"
2489	2006	37.346938776	64	3693	496	25502	"M"
2490	2006	36.543478261	131	6734	3412	22290	"M"
2491	2006	34.390243902	41	9801	28000	20590	"M"
2492	2006	42.355263158	140	13231	21172	20140	"M"
2493	2006	40.903225806	32	3017	948	20590	"M"
2494	2006	33.610169492	125	12109	4462	10711	"M"
2495	2006	42.173076923	52	2198	632	24520	"M"
2496	2006	41.913127413	499	189720	15776	24100	"M"
2497	2006	33.56122449	102	12241	7488	29300	"M"
2498	2006	41.1	133	10583	6000	10320	"M"
2499	2006	45.361111111	36	2732	3708	26510	"M"
2500	2006	38.642857143	43	3456	12500	23610	"M"
2501	2006	32.402298851	166	10215	3350	10311	"M"
2502	2006	33.32	58	2722	125	25120	"M"
2503	2006	35.192307692	54	2932	5069	10820	"M"
2504	2006	44.928571429	29	2428	973	28130	"M"
2505	2006	41.674418605	42	7165	1241	11050	"M"
2506	2006	41.273148148	206	9071	1785	23110	"M"
2507	2006	40.928571429	44	4041	2727	22210	"M"
2508	2006	41.76744186	39	3954	3250	20590	"M"
2509	2006	44.164556962	159	9628	12976	28220	"M"
2510	2006	36.101694915	107	14553	157	25620	"M"
2511	2006	44.259259259	26	4627	2500	24430	"M"
2512	2006	44.727272727	239	15340	5431	26110	"M"
2513	2006	39.585014409	443	28485	50	10311	"M"
2514	2006	38.213836478	322	23736	3063	13200	"M"
2515	2006	41.14516129	114	6255	1000	17290	"M"
2516	2006	41.813084112	101	5629	1520	22220	"M"
2517	2006	33.428571429	37	3046	3158	11050	"M"
2518	2006	37.411764706	34	2076	1239	10130	"M"
2519	2006	33.4375	32	3094	2300	20411	"M"
2520	2006	36.771929825	181	5503	17958	29300	"M"
2521	2006	32.52173913	90	10929	19	20140	"M"
2522	2006	33.08	25	2459	1125	16100	"M"
2523	2006	34.76056338	239	20420	26720	29300	"M"
2524	2006	39.066666667	44	3512	72790	20130	"M"
2525	2006	34.157894737	37	2494	1992	10110	"M"
2526	2006	34.448979592	49	3068	500	25999	"M"
2527	2006	36.490909091	106	11251	5000	13100	"M"
2528	2006	41.180327869	60	5968	496	24460	"M"
2529	2006	35.551724138	37	2816	62	13300	"M"
2530	2006	35.967213115	81	8005	21756	29300	"M"
2531	2006	43.794117647	66	3939	1870	25110	"M"
2532	2006	50.388888889	28	830	6	32121	"M"
2533	2006	44.12	70	3707	2125	23610	"M"
2534	2006	33.481481481	112	6989	1500	28250	"M"
2535	2006	36.555555556	27	5146	1649	29300	"M"
2536	2006	34.05	20	2395	400	23610	"M"
2537	2006	38.214285714	41	2914	100	18120	"M"
2538	2006	41.823529412	128	5389	1000	10711	"M"
2539	2006	43.959459459	72	5160	1239	20120	"M"
2540	2006	44.016528926	124	8181	9760	27510	"M"
2541	2006	32.033707865	88	5996	2423	25991	"M"
2542	2006	36	67	3859	837	28210	"M"
2543	2006	38.111111111	36	1607	498	25110	"M"
2544	2006	41.057553957	268	18653	7273	18110	"M"
2545	2006	44.348484848	68	4019	1900	23310	"M"
2546	2006	34.552816901	277	10394	52250	29300	"M"
2547	2006	39.827586207	72	7270	22310	18110	"M"
2548	2006	36.5	26	2007	225	25610	"M"
2549	2006	37.888888889	27	2439	2250	10120	"M"
2550	2006	41.994186047	175	35893	15413	20590	"M"
2551	2006	43.274853801	163	22558	8000	27510	"M"
2552	2006	42.926873857	1097	54029	99157	30300	"M"
2553	2006	32.344262295	71	15270	43000	20590	"M"
2554	2006	43.448275862	28	1645	992	24100	"M"
2555	2006	41.472409152	689	60431	15000	26110	"M"
2556	2006	36.392086331	304	11537	2007	21209	"M"
2557	2006	42.566037736	56	3214	1800	22210	"M"
2558	2006	41.932157395	709	53699	22000	23610	"M"
2559	2006	40.271794872	174	26878	9927	23650	"M"
2560	2006	38.882758621	134	7373	3719	27900	"M"
2561	2006	41.967248908	456	46293	5490	16210	"M"
2562	2006	33.117647059	38	5260	4709	25610	"M"
2563	2006	41.774193548	25	1153	62	10712	"M"
2564	2006	38.679775281	173	9961	2510	22210	"M"
2565	2006	42.276595745	74	3069	750	13300	"M"
2566	2006	41.111111111	36	4718	1250	10920	"M"
2567	2006	31.3125	32	1186	6	10712	"M"
2568	2006	34.822222222	46	3908	124	23610	"M"
2569	2006	36.7	21	835	62	25110	"M"
2570	2006	40.02173913	42	4222	71352	25502	"M"
2571	2006	38.818604651	211	10322	24324	29320	"M"
2572	2006	31.880952381	84	26230	191500	26110	"M"
2573	2006	41.313953488	86	2694	25969	25290	"M"
2574	2006	40.131578947	34	1956	31	33150	"M"
2575	2006	42.976271186	298	34298	4879	23140	"M"
2576	2006	42.37913486	413	30776	24000	23140	"M"
2577	2006	43.611111111	213	16322	7400	28130	"M"
2578	2006	44.192307692	29	3098	550	22220	"M"
2579	2006	38.483516484	92	7074	3540	31010	"M"
2580	2006	40.41	98	14362	62	10200	"M"
2581	2006	40.604	283	15590	1495	23130	"M"
2582	2006	41.033333333	390	39602	15000	20420	"M"
2583	2006	35.355223881	334	26481	11334	18110	"M"
2584	2006	33.533333333	28	4976	950	26300	"M"
2585	2006	41.535714286	27	3757	62	20160	"M"
2586	2006	45.181818182	23	1733	500	28410	"M"
2587	2006	40.807692308	25	1574	62	18120	"M"
2588	2006	37.636363636	32	20364	58518	20110	"M"
2589	2006	37.675	38	2545	460	18120	"M"
2590	2006	37.347368421	95	4424	75	22290	"M"
2591	2006	34.625	37	2922	750	25110	"M"
2592	2006	42.467889908	98	9221	15096	25920	"M"
2593	2006	34.810344828	58	12580	3500	23130	"M"
2594	2006	34.133333333	31	2931	992	23610	"M"
2595	2006	37.215686275	47	16822	3822	29310	"M"
2596	2006	36.094797688	871	174647	490846	35110	"M"
2597	2006	45.256410256	50	3468	750	28930	"M"
2598	2006	39.11627907	44	4890	1158	11050	"M"
2599	2006	40.730769231	26	3723	62	26200	"M"
2600	2006	41.318181818	51	2997	547	25110	"M"
2601	2006	37.974683544	78	4652	1985	18120	"M"
2602	2006	35.850746269	61	2305	630	10610	"M"
2603	2006	28.292682927	36	3211	4212	16290	"M"
2604	2006	36.725	34	1846	500	23190	"M"
2605	2006	35.946666667	68	8811	4019	32500	"M"
2606	2006	36.703703704	30	3597	1470	20120	"M"
2607	2006	38.80952381	389	18727	21133	10520	"M"
2608	2006	32.5	38	1658	1000	29200	"M"
2609	2006	29.05	61	26896	17227	23110	"M"
2610	2006	42.99270073	154	9358	16485	24200	"M"
2611	2006	42.03960396	97	17545	16346	11010	"M"
2612	2006	39.452631579	91	12452	277	20160	"M"
2613	2006	36.152173913	73	4784	100	20600	"M"
2614	2006	31.595238095	45	3334	200	29100	"M"
2615	2006	43.52991453	127	3377	1000	13930	"M"
2616	2006	43.677419355	60	2514	750	13100	"M"
2617	2006	41.833333333	41	1421	750	13100	"M"
2618	2006	37.028571429	34	3140	1302	26110	"M"
2619	2006	38.082644628	1754	168699	54039	27900	"M"
2620	2006	37.693333333	284	70921	15208	26300	"M"
2621	2006	32.606060606	34	3074	650	13960	"M"
2622	2006	39.671532847	136	9429	149	28130	"M"
2623	2006	53.117647059	26	7	1628	25999	"M"
2624	2006	44.463157895	117	4213	992	13100	"M"
2625	2006	33.3	122	16667	1498	22290	"M"
2626	2006	40	67	5513	17659	10392	"M"
2627	2006	41.066666667	36	5515	32872	21201	"M"
2628	2006	38.966666667	52	2875	3450	13960	"M"
2629	2006	34.178571429	29	1070	1250	10200	"M"
2630	2006	42.267857143	46	6904	221	28250	"M"
2631	2006	36.772727273	23	1862	250	26510	"M"
2632	2006	40.961538462	50	4907	400	29300	"M"
2633	2006	42.857142857	198	10052	107	25620	"M"
2634	2006	41.586345382	832	205785	1603839	35110	"M"
2635	2006	42.090909091	32	2917	3981	26200	"M"
2636	2006	38.385026738	173	20579	2917	26200	"M"
2637	2006	37.932950192	514	45396	31927	20140	"M"
2638	2006	37.15503876	123	10621	19	30300	"M"
2639	2006	31.522727273	45	9685	10562	20520	"M"
2640	2006	43.791666667	25	823	1116	16240	"M"
2641	2006	39.238095238	54	4676	4500	16210	"M"
2642	2006	37.732876712	144	9238	2666	25610	"M"
2643	2006	38.108527132	127	304196	66228	35200	"M"
2644	2006	39.059405941	100	13741	3000	26510	"M"
2645	2006	34.155737705	122	13587	10906	11070	"M"
2646	2006	41.268292683	37	2096	375	23610	"M"
2647	2006	40.300492611	207	196554	1196700	35120	"M"
2648	2006	38.153846154	39	6315	789	26510	"M"
2649	2006	43.485714286	34	1390	3000	23630	"M"
2650	2006	36.529411765	33	5615	62	26300	"M"
2651	2006	46.024875622	174	13386	3505	26110	"M"
2652	2006	39.354166667	46	2584	200	13300	"M"
2653	2006	42.038526912	3460	370013	19	35110	"M"
2654	2006	36.517291066	722	109923	10329	26110	"M"
2655	2006	40.606965174	444	33751	25876	26110	"M"
2656	2006	43.307692308	53	2903	600	28990	"M"
2657	2006	30.230263158	155	1629	120062	35140	"M"
2658	2006	39.574468085	464	46451	29609	25930	"M"
2659	2006	30.75	53	5027	3500	29300	"M"
2660	2006	39.060606061	94	8059	4329	14130	"M"
2661	2006	42.535714286	61	7501	22875	20130	"M"
2662	2006	38.638297872	91	5519	435	16240	"M"
2663	2006	46.217391304	24	789	1000	16291	"M"
2664	2006	39.932692308	139	8906	3300	18120	"M"
2665	2006	32.705882353	48	2287	2353	13929	"M"
2666	2006	29.906735751	199	12349	10000	29100	"M"
2667	2006	44.118644068	61	3043	2000	23130	"M"
2668	2006	44.961538462	24	1946	990	25110	"M"
2669	2006	51.181818182	81	3148	5000	26300	"M"
2670	2006	41.37037037	28	1860	850	18120	"M"
2671	2006	39.807174888	240	12483	6201	24510	"M"
2672	2006	35.363636364	71	5264	500	10820	"M"
2673	2006	32.59047619	212	12612	100	29100	"M"
2674	2006	36.911971831	273	29894	255	16210	"M"
2675	2006	43.215686275	54	2388	1253	10110	"M"
2676	2006	44.225933202	485	72845	174470	24440	"M"
2677	2006	40.642857143	25	1622	19	23110	"M"
2678	2006	41.207715134	323	58112	6000	20130	"M"
2679	2006	40.033333333	25	1284	625	25120	"M"
